Date,00-01,01-02,02-03,03-04,04-05,05-06,06-07,07-08,08-09,09-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-00,Baseload,Peakload
2025-03-24,23.04,22.94,23.3,23.31,24.16,19.22,10.58,13.62,11.1,9.83,14.98,14.35,14.62,14.49,12.48,11.25,10.7,12,16.09,15.63,10.46,23.78,23.53,22.39,16.58,13.13
2025-03-25,22.72,22.47,22.01,22.33,21.96,23.65,25.44,19.58,12.74,22.13,25.83,25.56,26.78,24.48,23.27,14.45,9.69,3.16,2.25,4.95,9.92,12.41,19.26,21.73,18.28,16.27
2025-03-26,20.67,19.83,19.84,16.35,15.57,9.34,4.07,2.69,3.45,7.71,9.99,10.93,11.04,14.41,13.79,12.09,12.11,8.53,8.15,9.76,9.48,9.9,13.68,23.82,11.97,10.16
2025-03-27,24.5,24.28,23.04,22.32,23.15,24.14,25.53,23.65,28.07,27.2,26.38,25.6,22.18,21.15,23.11,25.48,25.5,27.9,26.12,25.78,25.16,25.38,25.04,24.36,24.79,25.37
2025-03-28,23.08,20.81,18.9,18.37,18.25,18.58,20.32,23.02,24.26,22.26,19.69,21.63,19.04,19.63,20.88,19.77,22.38,10.17,12.36,23.66,14.48,10.17,6.19,4.4,18.01,19.64
2025-03-29,2.5,2.61,3.26,3.62,4.31,4.09,3.04,3.02,3.21,6.24,5.76,10.7,8,11.1,3.21,3.1,7.3,22.77,14.58,12.79,11.09,8.33,4.66,3.77,6.79,9.06
2025-03-30,12.31,12.69,9.37,9.37,4.2,9.8,6.45,8.68,11.4,12.53,18.57,16.67,14.62,4.73,6.04,9.38,13.81,11.1,14.15,20.22,33.75,21.55,31.74,22.62,14.19,12.77
2025-03-31,20.5,17.61,14.47,12.37,14.08,12.23,4.75,2.6,2.37,8,12.36,14.68,20.39,25.67,24.41,27.27,11.4,8.88,5.15,3.02,1.72,3.18,6.73,9.13,11.79,13.63
2025-04-01,14.66,11.4,14.98,13.63,17.21,19.51,24.57,42.1,70.1,36.25,35.6,29.67,25.85,22.84,21.37,18.68,22.43,18.41,23.89,18.7,16.48,11.39,12.95,12.49,23.13,28.65
2025-04-02,18.66,18.4,18.26,18.78,18.86,19.55,21.02,31.78,26.05,14.41,19.72,14.57,16.69,13.19,9.67,10.37,20.06,23.14,17.64,18.28,18.69,18.63,18.17,17.77,18.43,16.98
2025-04-03,18.66,17.48,17.76,17.86,17.69,18.14,19.76,38.37,30.96,21.65,21.44,20.1,16.46,11.23,9.22,12.64,13.93,23.35,21.96,18.82,18.96,24.67,22.65,16.27,19.58,18.48
2025-04-04,11.12,12.64,12.64,9.39,8.11,17.7,17.35,14.53,20.32,26.02,24.26,19.44,20.96,17.65,18.56,18.59,19.31,13.39,6.41,5.03,3.19,9.81,8.87,3.33,14.11,17.5
2025-04-05,3.06,3.1,3.94,3.49,2.73,2.96,2.91,9.02,9.87,17.45,22.05,18.08,18.81,13,8.87,9.9,17.97,10.46,13.15,14.49,19.55,35.58,29.99,10.64,12.54,14.51
2025-04-06,6.79,10.97,9.9,9.45,6,11.83,13.99,23.11,1.08,2.42,4.73,11.81,9.83,15.56,14.45,16.26,3.07,1.13,28.39,31.24,32.39,32.29,31.91,31.97,15.02,11.66
2025-04-07,25.79,25.54,25.59,25.3,26.87,36.81,39.41,43.44,49.81,46.13,49.95,46.05,39.71,28.93,36.49,44.2,44.15,46.5,43.01,43.7,47.12,39.94,43.66,41.47,39.15,43.22
2025-04-08,42.64,39.47,36.81,33.18,30.31,26.85,20.48,4.47,20.91,27.72,43.29,26.57,22.11,20.84,18.9,21.13,22.19,22.75,24.1,22.95,23.41,23.14,21.48,20,25.65,24.46
2025-04-09,15.84,12.56,16.3,8.09,6.99,10.93,11.55,3.09,9.24,15.74,15.41,16.95,13.6,7.94,9.22,11.78,14.34,14.21,13.7,15.6,16.98,21.95,20.05,20.64,13.45,13.14
2025-04-10,11.32,17.8,9.99,9.92,5.06,5.1,3.03,3.09,9.91,13.52,28.15,20.18,19.04,6.79,10.9,3.2,11.29,18.23,20.71,18.62,18.67,17.9,15.43,11.51,12.89,15.05
2025-04-11,10.53,8.41,8.48,8.1,10.91,14.08,23.41,45.4,49.62,42.54,31.28,14.04,10.82,11.85,12.39,13.66,8.89,8.11,9.53,11.7,14.25,11.58,10.62,19.5,17.07,18.7
2025-04-12,12.45,11.21,10.31,12.98,10.73,10.19,13.05,11.03,4.78,3.94,4.71,9.14,15.24,12.22,11.58,16.17,10,9.91,23.08,22.9,13.56,13.67,10.09,17.81,12.11,11.97
2025-04-13,3.02,5.76,3,2.8,3,5.33,5.65,4.92,3.09,5.27,2.68,0.96,1.43,1.53,2.18,4.36,6.48,2.7,3.06,3.13,3.05,2.34,2.91,4.41,3.46,3.07
2025-04-14,3.2,3.21,3.09,3.01,3.01,3.05,7.43,3.37,9.99,3.29,3,2.91,7.33,5.03,3.28,3.09,4.49,8.84,8.44,7.43,8.07,9.13,8.69,8.97,5.47,5.59
2025-04-15,7.49,8.99,8.28,9,8.18,9.69,11.16,7.4,9.69,5.65,6.99,9.97,11.96,10.12,4.73,9.44,10.86,16.46,11.92,12.38,8.32,5.6,3.39,3.05,8.78,10.01
2025-04-16,2.96,2.93,2.92,2.95,2.95,2.61,2.9,3.05,3.34,4.15,3.95,3.2,3.05,3,3,3.4,3.33,5.15,10.59,10.65,11.64,3.88,2.91,2.6,4.21,4.73
2025-04-17,8.9,8.12,7.52,3.31,3.38,3.42,3.7,6.08,3.61,2.26,2.61,0.93,0.33,0.34,0.18,0,0.27,0.4,0.74,2.48,1.08,0.83,0.86,0.65,2.58,1.18
2025-04-18,0.25,0.23,0.3,0.36,0.27,0.83,2.27,3.14,3.89,7.16,6,4.99,2.97,3.01,3,3.03,3.04,3.19,3.23,3.35,3.08,3,2.91,3,2.77,3.91
2025-04-19,2.9,2.73,2.75,2.74,2.55,2.16,1.78,2.71,2.77,2.71,1.32,3,7.55,11.24,9.04,3.01,2.06,0.84,0.86,0.69,0.49,0.42,0.38,0.37,2.79,3.76
2025-04-20,1.69,2.73,2.77,2.75,2.6,2.76,2.87,3.01,3.01,5.6,6.25,12.45,12.3,12.58,10.69,5.37,3.32,4.44,5.05,3.21,3.35,3.09,3.02,3.23,4.92,7.02
2025-04-21,7.29,7.41,8.11,4.82,8.52,7.51,10.7,9.9,10.7,9.76,9.6,6.99,7,9.59,8.99,6.96,4.97,4.6,8.33,10.2,14.28,9.75,10.69,9.6,8.59,8.14
2025-04-22,8.97,8.92,8.91,8.96,9,10.48,7.94,29.48,20.86,22.8,8.91,7,6.18,35.84,33.53,21.98,25.05,8.07,8.95,11.32,8.48,8.46,3.09,2.73,13.58,17.54
2025-04-23,5.05,2.91,2.61,2.47,1.56,2.06,1.33,22.09,30.05,34.41,29.75,27.73,26.72,27.22,27.38,8.09,8.03,15.33,8.09,8.01,8.02,12,12.61,14.68,14.09,20.9
2025-04-24,24.76,22,19.45,23.01,27.14,42.87,47.13,75.01,85.91,68.44,59.75,46.09,38.8,25.66,23.2,22.73,22.82,17.51,13,10.63,11.01,20.73,25.76,22.16,33.15,36.21
2025-04-25,19.54,19.17,19.02,20.06,19.14,19.87,21.55,35.14,54.96,36.13,30.64,29.44,25.78,23.47,23.27,24.04,24.53,30.05,31.13,28.74,11.97,11.76,12.07,11.46,24.29,30.18
2025-04-26,25.3,24.62,24.39,6.09,5.92,25.03,26.37,20.82,18.13,25.78,24.12,20.72,17.76,15.02,15.11,17.58,21.29,28.21,45.25,39.73,29.95,24.07,26.59,20.3,22.84,24.06
2025-04-27,21.44,12.52,7.42,10.84,9.7,15.95,21.11,16.48,8.19,13.53,12.64,9.25,7.73,9.32,9.95,6.76,15.04,11.89,12.64,18.98,16.41,16.49,9.05,3.95,12.39,11.33
2025-04-28,4.75,3.06,4.91,5.06,3.94,4.8,9.87,19.69,20.14,24.47,7.26,15.93,14.58,9.51,11.94,10.6,5.52,7.18,14.6,16.75,9.11,14.8,6.42,3.01,10.33,13.21
2025-04-29,3,2.99,3,3.31,3.37,6.35,10.39,22.7,23.34,27.68,8.49,11.81,10.86,11.3,13.71,11.17,7.6,18.71,19.32,20.61,23.32,22.56,18.67,17.24,13.4,15.38
2025-04-30,3.03,3.06,3.99,6.35,3.97,4.98,6.63,29.16,28.74,28.27,10.71,22.25,19.43,15.99,13.36,7.25,3.06,8.47,8.47,6.87,4,3.95,11.1,5,10.75,14.41
2025-05-01,19.78,10.43,18.47,17.76,16.99,1.61,1.14,2.08,2.05,1,2.95,10.34,10.26,8.82,8.59,3.09,0.83,0.29,1.08,2.08,0.9,-0.01,-6.05,-1.56,5.54,4.28
2025-05-02,-0.63,-0.04,0.11,-0.01,0.01,0.27,0.31,0.87,2.91,0.87,2.7,2.85,3.38,3.37,3.39,2.96,2.91,2.74,2.71,2.79,1.4,1.62,1.99,2.7,1.76,2.8
2025-05-03,3.01,2.92,2.91,2.83,1.93,2.94,2.92,2.86,2.92,1.94,2.61,2.87,3.08,4.79,3.32,0.98,1.03,2.85,3,17.07,9.18,3.89,2.93,2.91,3.65,3.87
2025-05-04,1.45,1.01,0.76,1.16,1.22,1.69,1.65,1.83,2.25,1.04,0.86,0.67,0.96,2.97,4.96,3.03,2.96,3,4.48,4.67,8.39,0.54,0.84,0.42,2.2,2.65
2025-05-05,3,3.34,3,2.94,3.05,9.7,17.03,9.69,5.23,3.03,3.07,6.27,10.45,6.62,11.4,7.65,5.09,4.72,3.37,2.96,2.94,2.95,3.07,5.26,5.66,5.82
2025-05-06,3.04,3,3,3.34,3.25,4.79,5.01,35.69,15.17,55.39,39.07,35.27,31,27.99,32.62,35.69,39.19,43.63,14.28,15,17.02,44.65,70.54,56.85,26.44,32.03
2025-05-07,55.11,46,42.96,36.4,38.91,60.47,84.64,143.95,123.21,93.39,70.84,69.21,56.65,42.81,57.56,65.36,52.7,88.17,100.46,89.03,98.72,16.73,17.42,16.43,65.3,75.78
2025-05-08,9.55,12.05,12.33,11.6,8.61,16.75,48.64,75.93,109.17,100.71,84.44,73.86,63,63.53,60.19,36.19,34.44,34.88,18.11,11.6,11.7,18.57,12.94,10.68,39.14,57.51
2025-05-09,21.37,17.09,10.29,6.55,5.25,9.67,36.93,40.98,29.99,20,28.59,48.03,49.44,44.9,42.58,47.06,31.96,25.91,29.99,32.45,36.66,32.48,13.7,14.1,28.17,35.91
2025-05-10,12.6,2.28,2.9,2.78,2.58,2.78,12.67,19.24,18.76,13.59,18.58,19.24,18.84,18.8,7.23,16.31,7.34,7.7,5.1,0.94,2.59,1,10.27,2.83,9.46,12.7
2025-05-11,0.8,0.92,0.89,2.24,3.26,7.73,9.89,0.87,0.97,9.9,17.51,9.91,5.98,4.6,2.16,2.28,3.27,0.81,11.72,19.97,7.73,1.02,0.84,0.92,5.26,7.42
2025-05-12,5.2,7.73,5.32,5.77,6.36,12.46,12.52,14.17,30,5.77,2.26,0.91,2.29,2.31,1,0.79,1.69,5.68,18.71,13.53,2.82,3.02,2.36,2.91,6.9,7.08
2025-05-13,0.11,0.26,0.44,0.16,0.23,2.27,24.14,12.65,0.81,0.19,0.51,0.22,-0.11,7.89,12.11,9.2,2.36,2.36,6.69,8.29,0.73,0.12,-0.04,0.15,3.82,4.21
2025-05-14,3.99,3.99,2.91,0.4,2.27,0.4,0.79,2.35,2.37,2.37,3.01,4.14,13.87,8.63,8.96,3.48,2.36,0.32,3.65,6.12,0.87,-3.82,0.08,0.34,3.08,4.94
2025-05-15,0.22,0.22,0.21,0.39,0.67,0.76,2.36,4,6.4,5.22,5.74,6.64,14.17,17.47,13.93,7.87,7.01,2.6,5.08,3.2,2.61,2.84,2.35,1.79,4.74,7.94
2025-05-16,2.8,2.59,3.21,3.03,3.48,5,6.06,6.19,3.59,3.73,5.14,10.73,17.6,18.79,18.17,7.77,4,2.84,2.6,4.91,5.36,4.53,4.28,3.78,6.26,8.32
2025-05-17,5.71,7.47,9.19,7.74,9.61,7.87,9.71,12.2,6.1,4.88,7.89,12.22,10.37,9.83,10.76,7.33,6.7,4.5,10.49,6.45,5.02,5.07,5.05,6.96,7.88,8.13
2025-05-18,5.4,5.28,5.07,4.31,5.9,6.07,6.33,7.36,3.01,3.69,5.45,6.7,7.85,12.79,12.7,7.52,4.31,2.24,5,5.55,5.79,5.94,3.75,3.92,5.91,6.4
2025-05-19,2.61,0.91,0.92,1.11,1.69,3.01,3.63,3.26,4,2.9,4.35,5.97,8.92,6.77,5.94,4.24,3.85,10.79,19.45,35.01,34,29.49,17.92,5.26,9,9.35
2025-05-20,2.9,4,4,4.41,5.07,13.85,23.98,29.68,7.74,2.52,4.02,4.57,12.53,12.47,5.9,3.99,1.01,5,2.28,2.84,6.41,13.92,7.94,4.98,7.75,5.41
2025-05-21,0.45,0.59,0.91,0.73,0.75,0.65,0.99,0.92,1.97,2.27,0.88,2,2.36,3.74,3.01,2.36,2.28,2.36,2.84,2.83,2.35,2.28,2.28,1.82,1.82,2.41
2025-05-22,5.1,5.3,3.99,1.79,2.24,3.2,2.3,2.36,4,4,3,5.1,10.9,5.1,4.93,4.97,5.26,5.09,3,2.28,0.16,0,-0.02,0.53,3.52,4.8
2025-05-23,0.89,1.34,1.01,0.89,0.85,0.76,0.18,0.03,0.45,0.7,2.36,4.81,4.7,2.83,3.26,2.9,2.37,2.28,1.12,0.26,0.59,1.4,1.29,0,1.55,2.34
2025-05-24,0.22,0.67,1.46,2.61,3.21,4.13,8.69,11.53,21.67,15.16,18.91,16.98,18.31,7.51,2.84,9,13.98,10.33,9.46,9.21,9.74,21.97,22.21,12.79,10.52,12.78
2025-05-25,4.91,10.84,10.47,5.38,3.17,1.97,2.77,2.61,2.84,4.79,2.9,4,4,4.34,8.42,9.5,10.15,2.36,3.99,4.8,4.49,4,4,3.99,5.03,5.17
2025-05-26,4,4,2.9,9.03,4,1,1.35,3.65,16.44,18.92,16.58,14.1,4.79,8.44,5.99,9.22,17.05,16.69,19.63,19.69,21.49,18.57,19.99,19.96,11.56,13.96
2025-05-27,18.61,18.36,13.94,11.07,9.51,9.27,17.05,19.75,19.75,17.73,11.15,8.45,7.69,11.39,13.79,14.07,14.99,19.13,19.99,20.5,19.95,19.57,19.38,18.16,15.55,14.89
2025-05-28,18.94,18.95,18,14.86,14.99,18.91,20.65,23.75,23.35,21.21,20.16,20.39,18.71,18.41,19.17,16.28,0.6,0.83,4.03,1.92,4,9.56,9.56,4.63,14.24,13.76
2025-05-29,2.08,0.34,0.85,1.18,0.93,2.27,2.84,3.48,3.99,3.99,3.99,6.98,5.59,3.64,2.91,11.63,8.35,4.3,17.82,16.16,9.63,13.04,13.9,15.93,6.49,7.45
